_input,_num,_widgetName,_source,_resultNumber,_pageUrl,description,date,city,parish,county
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire|,473,Scroll of Extraction,Scroll of Extraction,46,http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire,John Gaule describes the witch testing techniques he learned from local witch-finders. Women are made to sit in the middle of a room. If they will not cooperate they are bound to a chair kept awake and denied food for twenty four hours while witnesses watch for imps to appear.(78-80) Appears in: Gaule John. Select Cases of Conscience Touching Witches and Witchcrafts. London: 1646 78-80,1646,,Great Staughton,Cambridgeshire
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,48,Scroll of Extraction,Scroll of Extraction,47,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Anne Cooper allegedly sends one of her Imps to kill a young girl named Mary.(19) Appears in: H. F.. A True and Exact Relation of the severall Informations Examinations and Confessions of the late Witches arraigned and executed in the County of Essex. . London: 1645 19,1645,Clacton-on-Sea,Great Clacton,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire|,474,Scroll of Extraction,Scroll of Extraction,47,http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire,John Gaule suggests that imps might approach witches (who are bound and watched) and that witch-finders are trained to spot them and to sweep the room looking for flies or spiders to kill lest they be the witch's imps.(78-80) Appears in: Gaule John. Select Cases of Conscience Touching Witches and Witchcrafts. London: 1646 78-80,1646,,Great Staughton,Cambridgeshire
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,49,Scroll of Extraction,Scroll of Extraction,48,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Elizabeth Harvey claims that if she was a witch that she was made so by Marian Hocket.(30) Appears in: H. F.. A True and Exact Relation of the severall Informations Examinations and Confessions of the late Witches arraigned and executed in the County of Essex. . London: 1645 30,1645,Ramsey,,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire|,475,Scroll of Extraction,Scroll of Extraction,48,http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire,John Gaule claims normal animals can become possessed and become familiars. He may have based this claim on the testimony of Frances Moore. Moore was examined as a witch in Huntington in 1646 and claimed to have killed her familiars Tissy and Pretty.(79-80) Appears in: Gaule John. Select Cases of Conscience Touching Witches and Witchcrafts. London: 1646 79-80,1646,,Great Staughton,Cambridgeshire
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,50,Scroll of Extraction,Scroll of Extraction,49,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Marian Hockett denies any involvement with witchcraft.(28) Appears in: H. F.. A True and Exact Relation of the severall Informations Examinations and Confessions of the late Witches arraigned and executed in the County of Essex. . London: 1645 28,1645,Ramsey,,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire|,476,Scroll of Extraction,Scroll of Extraction,49,http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire,Johane Harrison allegedly practices image magic. She confesses to pricking a parchment with a pin to cause pain on the corresponding place on a human's body (19) Appears in: Anonymous. The Most Cruel and Bloody Murder Committed by an Inkeepers wife called Annis Dell and her Son George Dell. London: 1606 19,1606 August 4,Hartford,Gadsden,Cambridgeshire
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,51,Scroll of Extraction,Scroll of Extraction,50,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Rose Hallybread explains that she fed her familar with oatmeal and allowed it to suckle upon her body as payment for services rendered.(29-30) Appears in: H. F.. A True and Exact Relation of the severall Informations Examinations and Confessions of the late Witches arraigned and executed in the County of Essex. . London: 1645 29-30,1645,,St. Osyth; St. Ofes; St. Oses,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire|,477,Scroll of Extraction,Scroll of Extraction,50,http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire,Johane Harrison allegedly practices necromancy. She uses the bones and hair of a man and woman to help power her image magic. She claims that with the help of her spirit she can inflict pain on anyone just by pricking the piece of parchment at the spot which represents the body part on which she wished to inflict pain. The pain inflicted was allegedly so great that death was regarded as a happier fate. (19) Appears in: Anonymous. The Most Cruel and Bloody Murder Committed by an Inkeepers wife called Annis Dell and her Son George Dell. London: 1606 19,1606 August 4,Hartford,Gadsden,Cambridgeshire
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,52,Scroll of Extraction,Scroll of Extraction,51,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Joyce Boanes allegedly went to John Spall's home and used imps to kill ten or twelve of his sheep.(31) Appears in: H. F.. A True and Exact Relation of the severall Informations Examinations and Confessions of the late Witches arraigned and executed in the County of Essex. . London: 1645 31,1645,,St. Osyth; St. Ofes; St. Oses,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire|,478,Scroll of Extraction,Scroll of Extraction,51,http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire,A Yeoman (Anonymous 122) convinced he is bewitched by Johane Harrison is carried to a neighbor's home. He had previously called Johane Harrison and old hag and in response Johane Harrison threatened to harm him. While ill the yeoman became convinced also that he would get better should he be able to scratch Johane Harrison in the face. The neighbor's wife feigning some other need invited Harrison over to their home. There the Yeoman scratched Harrison and within three days was recovered.() Appears in: Anonymous. The Most Cruel and Bloody Murder Committed by an Inkeepers wife called Annis Dell and her Son George Dell. London: 1606,1604,Hartford,Gadsden,Cambridgeshire
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,53,Scroll of Extraction,Scroll of Extraction,52,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Rebbecca Jones confesses that a very handsome young man appeared to her who may have been the devil.(36-37) Appears in: H. F.. A True and Exact Relation of the severall Informations Examinations and Confessions of the late Witches arraigned and executed in the County of Essex. . London: 1645 36-37,1645,,St. Osyth; St. Ofes; St. Oses,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire|,479,Scroll of Extraction,Scroll of Extraction,52,http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire,A poor and base woman and suspected witch (Anonymous 229) is sent to prison in Wisbech for allegedly being "the first mover of the mutiny" according to a complaint made to the Earl of Bedford. The woman (Anonymous 229) and the other accused (Anonymous 230) are said to be so miserably poor and base that they cannot appear before Lords.(150) Appears in: Great Britain. Royal Commission on Historical Manuscripts . Calendar of State Papers Domestic Series Reign of Charles 1: 1637. H. M. Stationery Office: 1868 150,1637 May 25,Wisbech,,Cambridgeshire
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,54,Scroll of Extraction,Scroll of Extraction,53,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Anne Cate (Maidenhead) claims to have received three familiar spirits in the shape of moles named James Prickeare and Robyn. She also received a familiar in the shape of a Sparrow named Sparrow from her mother (Anonymous 345) circa 1623. These familiars allegedly spoke to Cate and instructed her to "deny God and Christ which this Examinant did then assent unto."(38) Appears in: H. F.. A True and Exact Relation of the severall Informations Examinations and Confessions of the late Witches arraigned and executed in the County of Essex. . London: 1645 38,1623,Great Holland,,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire|,480,Scroll of Extraction,Scroll of Extraction,53,http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire,Anonymous 229 allegedly puts a curse on messengers (Anonymous 231) who passed by her house in a boat.() Appears in: Great Britain. Royal Commission on Historical Manuscripts . Calendar of State Papers Domestic Series Reign of Charles 1: 1637. H. M. Stationery Office: 1868,1637 May,Wisbech,,Cambridgeshire
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,55,Scroll of Extraction,Scroll of Extraction,54,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Elizabeth Hare is accused of giving Imps to Mary Smith.(23) Appears in: H. F.. A True and Exact Relation of the severall Informations Examinations and Confessions of the late Witches arraigned and executed in the County of Essex. . London: 1645 23,1645,,,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire|,481,Scroll of Extraction,Scroll of Extraction,54,http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire,A waterman (Anonymous 232) is "stricken with such a lamentable crick in his back that he was constrained to get help" soon after the messengers (Anonymous 231) are allegedly cursed by Anonymous 229.(150) Appears in: Great Britain. Royal Commission on Historical Manuscripts . Calendar of State Papers Domestic Series Reign of Charles 1: 1637. H. M. Stationery Office: 1868 150,1637 May 25,Wisbech,,Cambridgeshire
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,56,Scroll of Extraction,Scroll of Extraction,55,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Elizabeth Clarke of Manningtree according to the second hand report given by Matthew Hopkins allegedly enjoyed six or seven years of tri-weekly "carnall copulation with the Devil six or seven yeares who "in shape of a proper Gentleman with a laced band having the whole proportion of a man and would say to her Besse I must lye with you and shee did never deny him." (2) Appears in: H. F.. A True and Exact Relation of the severall Informations Examinations and Confessions of the late Witches arraigned and executed in the County of Essex. . London: 1645 2,1645,Manningtree,Manningtree,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire|,482,Scroll of Extraction,Scroll of Extraction,55,http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire,Anonymous 249 is allegedly executed as a witch in Cambridge in the county of Cambridgshire in 1645. Proof of her crime is provided by the fact that she keeps "a tame Frogge in a Box for sport and Phantasie." This frog must have been read as her familiar; in owning a familiar she was by default a witch. (135) Appears in: Ady Thomas. A Candle in the Dark . London: 1655 135,1645,Cambridge,,Cambridgeshire
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,57,Scroll of Extraction,Scroll of Extraction,56,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Elizabeth Clarke of Manningtree confesses to having killed Mr. Edwards' hogs.(3) Appears in: H. F.. A True and Exact Relation of the severall Informations Examinations and Confessions of the late Witches arraigned and executed in the County of Essex. . London: 1645 3,1645,Manningtree,Manningtree,Essex
